"","Date","country","value","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"2618","2007-12-30","Singapore",0.12,2007,2.3,80.4,1.29,4732785,143379969740,"Asia","South-Eastern Asia"
"2619","2007-12-30","Thailand",NA,2007,14,73.8,1.5,66353572,173743467322,"Asia","South-Eastern Asia"
"2620","2007-12-30","Venezuela",0.509,2007,15,74.4,2.56,27670659,158786565932,"Americas","South America"
"2621","2008-01-06","Argentina",0.012,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2622","2008-01-06","Bolivia",0.009,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2623","2008-01-06","Brazil",0.164,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2624","2008-01-06","India",0.036,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2625","2008-01-06","Indonesia",0.219,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2626","2008-01-06","Mexico",0.063,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2627","2008-01-06","Philippines",0.149,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2628","2008-01-06","Singapore",0.138,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2629","2008-01-06","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2630","2008-01-06","Venezuela",0.558,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2631","2008-01-13","Argentina",0.014,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2632","2008-01-13","Bolivia",0.022,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2633","2008-01-13","Brazil",0.204,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2634","2008-01-13","India",0.04,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2635","2008-01-13","Indonesia",0.238,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2636","2008-01-13","Mexico",0.057,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2637","2008-01-13","Philippines",0.147,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2638","2008-01-13","Singapore",0.123,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2639","2008-01-13","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2640","2008-01-13","Venezuela",0.675,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2641","2008-01-20","Argentina",0.017,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2642","2008-01-20","Bolivia",0.028,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2643","2008-01-20","Brazil",0.175,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2644","2008-01-20","India",0.039,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2645","2008-01-20","Indonesia",0.309,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2646","2008-01-20","Mexico",0.055,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2647","2008-01-20","Philippines",0.16,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2648","2008-01-20","Singapore",0.14,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2649","2008-01-20","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2650","2008-01-20","Venezuela",0.773,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2651","2008-01-27","Argentina",0.014,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2652","2008-01-27","Bolivia",0.03,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2653","2008-01-27","Brazil",0.165,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2654","2008-01-27","India",0.038,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2655","2008-01-27","Indonesia",0.3,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2656","2008-01-27","Mexico",0.063,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2657","2008-01-27","Philippines",0.183,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2658","2008-01-27","Singapore",0.14,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2659","2008-01-27","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2660","2008-01-27","Venezuela",0.733,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2661","2008-02-03","Argentina",0.017,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2662","2008-02-03","Bolivia",0.028,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2663","2008-02-03","Brazil",0.156,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2664","2008-02-03","India",0.033,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2665","2008-02-03","Indonesia",0.284,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2666","2008-02-03","Mexico",0.062,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2667","2008-02-03","Philippines",0.186,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2668","2008-02-03","Singapore",0.124,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2669","2008-02-03","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2670","2008-02-03","Venezuela",0.729,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2671","2008-02-10","Argentina",0.022,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2672","2008-02-10","Bolivia",0.027,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2673","2008-02-10","Brazil",0.18,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2674","2008-02-10","India",0.021,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2675","2008-02-10","Indonesia",0.314,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2676","2008-02-10","Mexico",0.063,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2677","2008-02-10","Philippines",0.175,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2678","2008-02-10","Singapore",0.123,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2679","2008-02-10","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2680","2008-02-10","Venezuela",0.659,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2681","2008-02-17","Argentina",0.046,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2682","2008-02-17","Bolivia",0.052,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2683","2008-02-17","Brazil",0.191,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2684","2008-02-17","India",0.025,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2685","2008-02-17","Indonesia",0.28,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2686","2008-02-17","Mexico",0.064,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2687","2008-02-17","Philippines",0.164,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2688","2008-02-17","Singapore",0.122,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2689","2008-02-17","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2690","2008-02-17","Venezuela",0.624,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2691","2008-02-24","Argentina",0.041,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2692","2008-02-24","Bolivia",0.033,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2693","2008-02-24","Brazil",0.233,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2694","2008-02-24","India",0.026,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2695","2008-02-24","Indonesia",0.233,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2696","2008-02-24","Mexico",0.058,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2697","2008-02-24","Philippines",0.115,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2698","2008-02-24","Singapore",0.116,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2699","2008-02-24","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2700","2008-02-24","Venezuela",0.544,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2701","2008-03-02","Argentina",0.058,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2702","2008-03-02","Bolivia",0.028,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2703","2008-03-02","Brazil",0.27,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2704","2008-03-02","India",0.025,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2705","2008-03-02","Indonesia",0.193,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2706","2008-03-02","Mexico",0.065,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2707","2008-03-02","Philippines",0.116,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2708","2008-03-02","Singapore",0.108,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2709","2008-03-02","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2710","2008-03-02","Venezuela",0.522,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2711","2008-03-09","Argentina",0.099,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2712","2008-03-09","Bolivia",0.043,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2713","2008-03-09","Brazil",0.335,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2714","2008-03-09","India",0.026,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2715","2008-03-09","Indonesia",0.267,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2716","2008-03-09","Mexico",0.054,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2717","2008-03-09","Philippines",0.105,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2718","2008-03-09","Singapore",0.106,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2719","2008-03-09","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2720","2008-03-09","Venezuela",0.424,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2721","2008-03-16","Argentina",0.084,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2722","2008-03-16","Bolivia",0.033,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2723","2008-03-16","Brazil",0.447,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2724","2008-03-16","India",0.015,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2725","2008-03-16","Indonesia",0.231,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2726","2008-03-16","Mexico",0.055,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2727","2008-03-16","Philippines",0.097,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2728","2008-03-16","Singapore",0.108,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2729","2008-03-16","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2730","2008-03-16","Venezuela",0.31,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2731","2008-03-23","Argentina",0.075,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2732","2008-03-23","Bolivia",0.04,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2733","2008-03-23","Brazil",0.702,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2734","2008-03-23","India",0.021,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2735","2008-03-23","Indonesia",0.241,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2736","2008-03-23","Mexico",0.069,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2737","2008-03-23","Philippines",0.083,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2738","2008-03-23","Singapore",0.113,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2739","2008-03-23","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2740","2008-03-23","Venezuela",0.483,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2741","2008-03-30","Argentina",0.07,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2742","2008-03-30","Bolivia",0.041,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2743","2008-03-30","Brazil",0.957,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2744","2008-03-30","India",0.021,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2745","2008-03-30","Indonesia",0.268,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2746","2008-03-30","Mexico",0.065,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2747","2008-03-30","Philippines",0.084,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2748","2008-03-30","Singapore",0.109,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2749","2008-03-30","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2750","2008-03-30","Venezuela",0.374,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2751","2008-04-06","Argentina",0.082,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2752","2008-04-06","Bolivia",0.064,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2753","2008-04-06","Brazil",1,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2754","2008-04-06","India",0.024,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2755","2008-04-06","Indonesia",0.274,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2756","2008-04-06","Mexico",0.078,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2757","2008-04-06","Philippines",0.086,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2758","2008-04-06","Singapore",0.126,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2759","2008-04-06","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2760","2008-04-06","Venezuela",0.309,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2761","2008-04-13","Argentina",0.06,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2762","2008-04-13","Bolivia",0.044,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2763","2008-04-13","Brazil",0.758,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2764","2008-04-13","India",0.016,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2765","2008-04-13","Indonesia",0.283,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2766","2008-04-13","Mexico",0.078,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2767","2008-04-13","Philippines",0.083,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2768","2008-04-13","Singapore",0.145,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2769","2008-04-13","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2770","2008-04-13","Venezuela",0.27,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2771","2008-04-20","Argentina",0.063,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2772","2008-04-20","Bolivia",0.059,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2773","2008-04-20","Brazil",0.662,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2774","2008-04-20","India",0.026,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2775","2008-04-20","Indonesia",0.239,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2776","2008-04-20","Mexico",0.081,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2777","2008-04-20","Philippines",0.077,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2778","2008-04-20","Singapore",0.139,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2779","2008-04-20","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2780","2008-04-20","Venezuela",0.259,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2781","2008-04-27","Argentina",0.053,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2782","2008-04-27","Bolivia",0.046,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2783","2008-04-27","Brazil",0.451,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2784","2008-04-27","India",0.018,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2785","2008-04-27","Indonesia",0.27,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2786","2008-04-27","Mexico",0.063,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2787","2008-04-27","Philippines",0.078,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2788","2008-04-27","Singapore",0.146,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2789","2008-04-27","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2790","2008-04-27","Venezuela",0.239,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2791","2008-05-04","Argentina",0.043,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2792","2008-05-04","Bolivia",0.054,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2793","2008-05-04","Brazil",0.309,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2794","2008-05-04","India",0.014,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2795","2008-05-04","Indonesia",0.259,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2796","2008-05-04","Mexico",0.071,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2797","2008-05-04","Philippines",0.075,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2798","2008-05-04","Singapore",0.142,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2799","2008-05-04","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2800","2008-05-04","Venezuela",0.222,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2801","2008-05-11","Argentina",0.029,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2802","2008-05-11","Bolivia",0.031,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2803","2008-05-11","Brazil",0.249,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2804","2008-05-11","India",0.015,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2805","2008-05-11","Indonesia",0.252,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2806","2008-05-11","Mexico",0.066,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2807","2008-05-11","Philippines",0.077,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2808","2008-05-11","Singapore",0.137,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2809","2008-05-11","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2810","2008-05-11","Venezuela",0.227,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2811","2008-05-18","Argentina",0.034,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2812","2008-05-18","Bolivia",0.027,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2813","2008-05-18","Brazil",0.229,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2814","2008-05-18","India",0.021,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2815","2008-05-18","Indonesia",0.236,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2816","2008-05-18","Mexico",0.079,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2817","2008-05-18","Philippines",0.076,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2818","2008-05-18","Singapore",0.139,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2819","2008-05-18","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2820","2008-05-18","Venezuela",0.238,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2821","2008-05-25","Argentina",0.024,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2822","2008-05-25","Bolivia",0.028,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2823","2008-05-25","Brazil",0.197,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2824","2008-05-25","India",0.021,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2825","2008-05-25","Indonesia",0.231,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2826","2008-05-25","Mexico",0.101,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2827","2008-05-25","Philippines",0.085,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2828","2008-05-25","Singapore",0.115,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2829","2008-05-25","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2830","2008-05-25","Venezuela",0.207,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2831","2008-06-01","Argentina",0.022,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2832","2008-06-01","Bolivia",0.06,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2833","2008-06-01","Brazil",0.124,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2834","2008-06-01","India",0.018,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2835","2008-06-01","Indonesia",0.23,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2836","2008-06-01","Mexico",0.142,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2837","2008-06-01","Philippines",0.079,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2838","2008-06-01","Singapore",0.113,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2839","2008-06-01","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2840","2008-06-01","Venezuela",0.214,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2841","2008-06-08","Argentina",0.017,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2842","2008-06-08","Bolivia",0.036,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2843","2008-06-08","Brazil",0.105,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2844","2008-06-08","India",0.03,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2845","2008-06-08","Indonesia",0.181,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2846","2008-06-08","Mexico",0.12,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2847","2008-06-08","Philippines",0.081,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2848","2008-06-08","Singapore",0.123,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2849","2008-06-08","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2850","2008-06-08","Venezuela",0.216,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2851","2008-06-15","Argentina",0.014,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2852","2008-06-15","Bolivia",0.037,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2853","2008-06-15","Brazil",0.1,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2854","2008-06-15","India",0.045,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2855","2008-06-15","Indonesia",0.186,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2856","2008-06-15","Mexico",0.097,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
"2857","2008-06-15","Philippines",0.084,2008,25.9,69.8,3.26,90297115,118507880852,"Asia","South-Eastern Asia"
"2858","2008-06-15","Singapore",0.118,2008,2.2,80.6,1.28,4849641,145818948185,"Asia","South-Eastern Asia"
"2859","2008-06-15","Thailand",NA,2008,13.4,73.9,1.48,66453255,178059776977,"Asia","South-Eastern Asia"
"2860","2008-06-15","Venezuela",0.226,2008,14.7,74.2,2.53,28116716,167167089250,"Americas","South America"
"2861","2008-06-22","Argentina",0.014,2008,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"2862","2008-06-22","Bolivia",0.027,2008,40.2,71.2,3.48,9599916,11373495913,"Americas","South America"
"2863","2008-06-22","Brazil",0.065,2008,16.2,73.2,1.9,194769696,857885609996,"Americas","South America"
"2864","2008-06-22","India",0.052,2008,50,64.7,2.64,1197070109,820830424070,"Asia","Southern Asia"
"2865","2008-06-22","Indonesia",0.148,2008,29.7,69.4,2.48,235360765,247270439238,"Asia","South-Eastern Asia"
"2866","2008-06-22","Mexico",0.109,2008,15.4,75.4,2.35,114972821,699939486221,"Americas","Central America"
