"","Date","country","value","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"10329","2009-10-25","Bolivia",223,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10330","2009-10-25","Brazil",167,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10331","2009-10-25","Bulgaria",1494,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10332","2009-10-25","Canada",9688,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10333","2009-10-25","Chile",5,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
"10334","2009-10-25","France",161,2009,3.5,81.2,1.98,62640901,1456772338299,"Europe","Western Europe"
"10335","2009-10-25","Germany",1099,2009,3.6,80.1,1.38,80519685,1995811437644,"Europe","Western Europe"
"10336","2009-10-25","Hungary",97,2009,5.9,74.3,1.35,10034951,55640003180,"Europe","Eastern Europe"
"10337","2009-10-25","Japan",1137,2009,2.4,82.7,1.36,127340884,4878074528234,"Asia","Eastern Asia"
"10338","2009-10-25","Mexico",1123,2009,15,75.3,2.31,116815612,656259080283,"Americas","Central America"
"10339","2009-10-25","Netherlands",123,2009,3.8,80.6,1.79,16575173,433855151011,"Europe","Western Europe"
"10340","2009-10-25","New.Zealand",30,2009,NA,NA,NA,NA,NA,NA,NA
"10341","2009-10-25","Norway",535,2009,2.7,80.8,1.98,4830371,194111628292,"Europe","Northern Europe"
"10342","2009-10-25","Paraguay",189,2009,21,74,3.01,6127847,9094701457,"Americas","South America"
"10343","2009-10-25","Peru",216,2009,17.1,78.2,2.55,29001563,85006410418,"Americas","South America"
"10344","2009-10-25","Poland",79,2009,5.3,75.7,1.35,38551489,241612593969,"Europe","Eastern Europe"
"10345","2009-10-25","Romania",878,2009,13,73.3,1.36,20510263,55996669267,"Europe","Eastern Europe"
"10346","2009-10-25","Russia",946,2009,10.9,68.8,1.54,143126660,398209755704,"Europe","Eastern Europe"
"10347","2009-10-25","South.Africa",2575,2009,NA,NA,NA,NA,NA,NA,NA
"10348","2009-10-25","Spain",268,2009,4.1,81.5,1.44,46295191,712647416141,"Europe","Southern Europe"
"10349","2009-10-25","Sweden",13,2009,2.5,81.2,1.94,9303432,287188905096,"Europe","Northern Europe"
"10350","2009-10-25","Switzerland",63,2009,3.9,82,1.49,7737316,286960456156,"Europe","Western Europe"
"10351","2009-10-25","Ukraine",868,2009,10.6,69.6,1.41,45830711,45643437795,"Europe","Eastern Europe"
"10352","2009-10-25","United.States",6533,2009,NA,NA,NA,NA,NA,NA,NA
"10353","2009-10-25","Uruguay",103,2009,11,76.2,2.09,3362761,28040043322,"Americas","South America"
"10354","2009-11-01","Argentina",125,2009,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"10355","2009-11-01","Australia",167,2009,4.2,81.8,1.9,21770690,550622241459,"Oceania","Australia and New Zealand"
"10356","2009-11-01","Austria",1108,2009,3.7,80.3,1.39,8361362,218887605293,"Europe","Western Europe"
"10357","2009-11-01","Belgium",517,2009,3.7,79.8,1.83,10854388,261295933962,"Europe","Western Europe"
"10358","2009-11-01","Bolivia",246,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10359","2009-11-01","Brazil",158,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10360","2009-11-01","Bulgaria",2569,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10361","2009-11-01","Canada",9630,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10362","2009-11-01","Chile",5,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
"10363","2009-11-01","France",131,2009,3.5,81.2,1.98,62640901,1456772338299,"Europe","Western Europe"
"10364","2009-11-01","Germany",1396,2009,3.6,80.1,1.38,80519685,1995811437644,"Europe","Western Europe"
"10365","2009-11-01","Hungary",167,2009,5.9,74.3,1.35,10034951,55640003180,"Europe","Eastern Europe"
"10366","2009-11-01","Japan",1121,2009,2.4,82.7,1.36,127340884,4878074528234,"Asia","Eastern Asia"
"10367","2009-11-01","Mexico",1242,2009,15,75.3,2.31,116815612,656259080283,"Americas","Central America"
"10368","2009-11-01","Netherlands",168,2009,3.8,80.6,1.79,16575173,433855151011,"Europe","Western Europe"
"10369","2009-11-01","New.Zealand",26,2009,NA,NA,NA,NA,NA,NA,NA
"10370","2009-11-01","Norway",751,2009,2.7,80.8,1.98,4830371,194111628292,"Europe","Northern Europe"
"10371","2009-11-01","Paraguay",177,2009,21,74,3.01,6127847,9094701457,"Americas","South America"
"10372","2009-11-01","Peru",213,2009,17.1,78.2,2.55,29001563,85006410418,"Americas","South America"
"10373","2009-11-01","Poland",203,2009,5.3,75.7,1.35,38551489,241612593969,"Europe","Eastern Europe"
"10374","2009-11-01","Romania",988,2009,13,73.3,1.36,20510263,55996669267,"Europe","Eastern Europe"
"10375","2009-11-01","Russia",1380,2009,10.9,68.8,1.54,143126660,398209755704,"Europe","Eastern Europe"
"10376","2009-11-01","South.Africa",2228,2009,NA,NA,NA,NA,NA,NA,NA
"10377","2009-11-01","Spain",313,2009,4.1,81.5,1.44,46295191,712647416141,"Europe","Southern Europe"
"10378","2009-11-01","Sweden",34,2009,2.5,81.2,1.94,9303432,287188905096,"Europe","Northern Europe"
"10379","2009-11-01","Switzerland",140,2009,3.9,82,1.49,7737316,286960456156,"Europe","Western Europe"
"10380","2009-11-01","Ukraine",1240,2009,10.6,69.6,1.41,45830711,45643437795,"Europe","Eastern Europe"
"10381","2009-11-01","United.States",5722,2009,NA,NA,NA,NA,NA,NA,NA
"10382","2009-11-01","Uruguay",90,2009,11,76.2,2.09,3362761,28040043322,"Americas","South America"
"10383","2009-11-08","Argentina",123,2009,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"10384","2009-11-08","Australia",144,2009,4.2,81.8,1.9,21770690,550622241459,"Oceania","Australia and New Zealand"
"10385","2009-11-08","Austria",1443,2009,3.7,80.3,1.39,8361362,218887605293,"Europe","Western Europe"
"10386","2009-11-08","Belgium",327,2009,3.7,79.8,1.83,10854388,261295933962,"Europe","Western Europe"
"10387","2009-11-08","Bolivia",256,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10388","2009-11-08","Brazil",154,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10389","2009-11-08","Bulgaria",2368,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10390","2009-11-08","Canada",6504,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10391","2009-11-08","Chile",5,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
"10392","2009-11-08","France",163,2009,3.5,81.2,1.98,62640901,1456772338299,"Europe","Western Europe"
"10393","2009-11-08","Germany",1687,2009,3.6,80.1,1.38,80519685,1995811437644,"Europe","Western Europe"
"10394","2009-11-08","Hungary",233,2009,5.9,74.3,1.35,10034951,55640003180,"Europe","Eastern Europe"
"10395","2009-11-08","Japan",1076,2009,2.4,82.7,1.36,127340884,4878074528234,"Asia","Eastern Asia"
"10396","2009-11-08","Mexico",1307,2009,15,75.3,2.31,116815612,656259080283,"Americas","Central America"
"10397","2009-11-08","Netherlands",199,2009,3.8,80.6,1.79,16575173,433855151011,"Europe","Western Europe"
"10398","2009-11-08","New.Zealand",22,2009,NA,NA,NA,NA,NA,NA,NA
"10399","2009-11-08","Norway",618,2009,2.7,80.8,1.98,4830371,194111628292,"Europe","Northern Europe"
"10400","2009-11-08","Paraguay",162,2009,21,74,3.01,6127847,9094701457,"Americas","South America"
"10401","2009-11-08","Peru",204,2009,17.1,78.2,2.55,29001563,85006410418,"Americas","South America"
"10402","2009-11-08","Poland",251,2009,5.3,75.7,1.35,38551489,241612593969,"Europe","Eastern Europe"
"10403","2009-11-08","Romania",1034,2009,13,73.3,1.36,20510263,55996669267,"Europe","Eastern Europe"
"10404","2009-11-08","Russia",1742,2009,10.9,68.8,1.54,143126660,398209755704,"Europe","Eastern Europe"
"10405","2009-11-08","South.Africa",2134,2009,NA,NA,NA,NA,NA,NA,NA
"10406","2009-11-08","Spain",304,2009,4.1,81.5,1.44,46295191,712647416141,"Europe","Southern Europe"
"10407","2009-11-08","Sweden",51,2009,2.5,81.2,1.94,9303432,287188905096,"Europe","Northern Europe"
"10408","2009-11-08","Switzerland",204,2009,3.9,82,1.49,7737316,286960456156,"Europe","Western Europe"
"10409","2009-11-08","Ukraine",1062,2009,10.6,69.6,1.41,45830711,45643437795,"Europe","Eastern Europe"
"10410","2009-11-08","United.States",4468,2009,NA,NA,NA,NA,NA,NA,NA
"10411","2009-11-08","Uruguay",81,2009,11,76.2,2.09,3362761,28040043322,"Americas","South America"
"10412","2009-11-15","Argentina",117,2009,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"10413","2009-11-15","Australia",158,2009,4.2,81.8,1.9,21770690,550622241459,"Oceania","Australia and New Zealand"
"10414","2009-11-15","Austria",1524,2009,3.7,80.3,1.39,8361362,218887605293,"Europe","Western Europe"
"10415","2009-11-15","Belgium",200,2009,3.7,79.8,1.83,10854388,261295933962,"Europe","Western Europe"
"10416","2009-11-15","Bolivia",238,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10417","2009-11-15","Brazil",144,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10418","2009-11-15","Bulgaria",1260,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10419","2009-11-15","Canada",4316,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10420","2009-11-15","Chile",4,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
"10421","2009-11-15","France",385,2009,3.5,81.2,1.98,62640901,1456772338299,"Europe","Western Europe"
"10422","2009-11-15","Germany",1568,2009,3.6,80.1,1.38,80519685,1995811437644,"Europe","Western Europe"
"10423","2009-11-15","Hungary",314,2009,5.9,74.3,1.35,10034951,55640003180,"Europe","Eastern Europe"
"10424","2009-11-15","Japan",919,2009,2.4,82.7,1.36,127340884,4878074528234,"Asia","Eastern Asia"
"10425","2009-11-15","Mexico",1334,2009,15,75.3,2.31,116815612,656259080283,"Americas","Central America"
"10426","2009-11-15","Netherlands",151,2009,3.8,80.6,1.79,16575173,433855151011,"Europe","Western Europe"
"10427","2009-11-15","New.Zealand",26,2009,NA,NA,NA,NA,NA,NA,NA
"10428","2009-11-15","Norway",324,2009,2.7,80.8,1.98,4830371,194111628292,"Europe","Northern Europe"
"10429","2009-11-15","Paraguay",156,2009,21,74,3.01,6127847,9094701457,"Americas","South America"
"10430","2009-11-15","Peru",199,2009,17.1,78.2,2.55,29001563,85006410418,"Americas","South America"
"10431","2009-11-15","Poland",486,2009,5.3,75.7,1.35,38551489,241612593969,"Europe","Eastern Europe"
"10432","2009-11-15","Romania",1036,2009,13,73.3,1.36,20510263,55996669267,"Europe","Eastern Europe"
"10433","2009-11-15","Russia",1649,2009,10.9,68.8,1.54,143126660,398209755704,"Europe","Eastern Europe"
"10434","2009-11-15","South.Africa",2027,2009,NA,NA,NA,NA,NA,NA,NA
"10435","2009-11-15","Spain",348,2009,4.1,81.5,1.44,46295191,712647416141,"Europe","Southern Europe"
"10436","2009-11-15","Sweden",41,2009,2.5,81.2,1.94,9303432,287188905096,"Europe","Northern Europe"
"10437","2009-11-15","Switzerland",262,2009,3.9,82,1.49,7737316,286960456156,"Europe","Western Europe"
"10438","2009-11-15","Ukraine",716,2009,10.6,69.6,1.41,45830711,45643437795,"Europe","Eastern Europe"
"10439","2009-11-15","United.States",3587,2009,NA,NA,NA,NA,NA,NA,NA
"10440","2009-11-15","Uruguay",78,2009,11,76.2,2.09,3362761,28040043322,"Americas","South America"
"10441","2009-11-22","Argentina",97,2009,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"10442","2009-11-22","Australia",118,2009,4.2,81.8,1.9,21770690,550622241459,"Oceania","Australia and New Zealand"
"10443","2009-11-22","Austria",1418,2009,3.7,80.3,1.39,8361362,218887605293,"Europe","Western Europe"
"10444","2009-11-22","Belgium",131,2009,3.7,79.8,1.83,10854388,261295933962,"Europe","Western Europe"
"10445","2009-11-22","Bolivia",209,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10446","2009-11-22","Brazil",146,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10447","2009-11-22","Bulgaria",1025,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10448","2009-11-22","Canada",3055,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10449","2009-11-22","Chile",3,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
"10450","2009-11-22","France",801,2009,3.5,81.2,1.98,62640901,1456772338299,"Europe","Western Europe"
"10451","2009-11-22","Germany",1305,2009,3.6,80.1,1.38,80519685,1995811437644,"Europe","Western Europe"
"10452","2009-11-22","Hungary",312,2009,5.9,74.3,1.35,10034951,55640003180,"Europe","Eastern Europe"
"10453","2009-11-22","Japan",1007,2009,2.4,82.7,1.36,127340884,4878074528234,"Asia","Eastern Asia"
"10454","2009-11-22","Mexico",1370,2009,15,75.3,2.31,116815612,656259080283,"Americas","Central America"
"10455","2009-11-22","Netherlands",99,2009,3.8,80.6,1.79,16575173,433855151011,"Europe","Western Europe"
"10456","2009-11-22","New.Zealand",21,2009,NA,NA,NA,NA,NA,NA,NA
"10457","2009-11-22","Norway",152,2009,2.7,80.8,1.98,4830371,194111628292,"Europe","Northern Europe"
"10458","2009-11-22","Paraguay",153,2009,21,74,3.01,6127847,9094701457,"Americas","South America"
"10459","2009-11-22","Peru",192,2009,17.1,78.2,2.55,29001563,85006410418,"Americas","South America"
"10460","2009-11-22","Poland",410,2009,5.3,75.7,1.35,38551489,241612593969,"Europe","Eastern Europe"
"10461","2009-11-22","Romania",1151,2009,13,73.3,1.36,20510263,55996669267,"Europe","Eastern Europe"
"10462","2009-11-22","Russia",1383,2009,10.9,68.8,1.54,143126660,398209755704,"Europe","Eastern Europe"
"10463","2009-11-22","South.Africa",1960,2009,NA,NA,NA,NA,NA,NA,NA
"10464","2009-11-22","Spain",181,2009,4.1,81.5,1.44,46295191,712647416141,"Europe","Southern Europe"
"10465","2009-11-22","Sweden",15,2009,2.5,81.2,1.94,9303432,287188905096,"Europe","Northern Europe"
"10466","2009-11-22","Switzerland",231,2009,3.9,82,1.49,7737316,286960456156,"Europe","Western Europe"
"10467","2009-11-22","Ukraine",513,2009,10.6,69.6,1.41,45830711,45643437795,"Europe","Eastern Europe"
"10468","2009-11-22","United.States",2655,2009,NA,NA,NA,NA,NA,NA,NA
"10469","2009-11-22","Uruguay",72,2009,11,76.2,2.09,3362761,28040043322,"Americas","South America"
"10470","2009-11-29","Argentina",88,2009,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"10471","2009-11-29","Australia",96,2009,4.2,81.8,1.9,21770690,550622241459,"Oceania","Australia and New Zealand"
"10472","2009-11-29","Austria",1229,2009,3.7,80.3,1.39,8361362,218887605293,"Europe","Western Europe"
"10473","2009-11-29","Belgium",105,2009,3.7,79.8,1.83,10854388,261295933962,"Europe","Western Europe"
"10474","2009-11-29","Bolivia",191,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10475","2009-11-29","Brazil",132,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10476","2009-11-29","Bulgaria",801,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10477","2009-11-29","Canada",2489,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10478","2009-11-29","Chile",3,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
"10479","2009-11-29","France",874,2009,3.5,81.2,1.98,62640901,1456772338299,"Europe","Western Europe"
"10480","2009-11-29","Germany",1042,2009,3.6,80.1,1.38,80519685,1995811437644,"Europe","Western Europe"
"10481","2009-11-29","Hungary",356,2009,5.9,74.3,1.35,10034951,55640003180,"Europe","Eastern Europe"
"10482","2009-11-29","Japan",753,2009,2.4,82.7,1.36,127340884,4878074528234,"Asia","Eastern Asia"
"10483","2009-11-29","Mexico",1335,2009,15,75.3,2.31,116815612,656259080283,"Americas","Central America"
"10484","2009-11-29","Netherlands",56,2009,3.8,80.6,1.79,16575173,433855151011,"Europe","Western Europe"
"10485","2009-11-29","New.Zealand",17,2009,NA,NA,NA,NA,NA,NA,NA
"10486","2009-11-29","Norway",110,2009,2.7,80.8,1.98,4830371,194111628292,"Europe","Northern Europe"
"10487","2009-11-29","Paraguay",147,2009,21,74,3.01,6127847,9094701457,"Americas","South America"
"10488","2009-11-29","Peru",188,2009,17.1,78.2,2.55,29001563,85006410418,"Americas","South America"
"10489","2009-11-29","Poland",273,2009,5.3,75.7,1.35,38551489,241612593969,"Europe","Eastern Europe"
"10490","2009-11-29","Romania",1110,2009,13,73.3,1.36,20510263,55996669267,"Europe","Eastern Europe"
"10491","2009-11-29","Russia",994,2009,10.9,68.8,1.54,143126660,398209755704,"Europe","Eastern Europe"
"10492","2009-11-29","South.Africa",1723,2009,NA,NA,NA,NA,NA,NA,NA
"10493","2009-11-29","Spain",84,2009,4.1,81.5,1.44,46295191,712647416141,"Europe","Southern Europe"
"10494","2009-11-29","Sweden",7,2009,2.5,81.2,1.94,9303432,287188905096,"Europe","Northern Europe"
"10495","2009-11-29","Switzerland",189,2009,3.9,82,1.49,7737316,286960456156,"Europe","Western Europe"
"10496","2009-11-29","Ukraine",459,2009,10.6,69.6,1.41,45830711,45643437795,"Europe","Eastern Europe"
"10497","2009-11-29","United.States",2560,2009,NA,NA,NA,NA,NA,NA,NA
"10498","2009-11-29","Uruguay",68,2009,11,76.2,2.09,3362761,28040043322,"Americas","South America"
"10499","2009-12-06","Argentina",83,2009,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"10500","2009-12-06","Australia",90,2009,4.2,81.8,1.9,21770690,550622241459,"Oceania","Australia and New Zealand"
"10501","2009-12-06","Austria",1074,2009,3.7,80.3,1.39,8361362,218887605293,"Europe","Western Europe"
"10502","2009-12-06","Belgium",100,2009,3.7,79.8,1.83,10854388,261295933962,"Europe","Western Europe"
"10503","2009-12-06","Bolivia",176,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10504","2009-12-06","Brazil",121,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10505","2009-12-06","Bulgaria",707,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10506","2009-12-06","Canada",2134,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10507","2009-12-06","Chile",3,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
"10508","2009-12-06","France",641,2009,3.5,81.2,1.98,62640901,1456772338299,"Europe","Western Europe"
"10509","2009-12-06","Germany",982,2009,3.6,80.1,1.38,80519685,1995811437644,"Europe","Western Europe"
"10510","2009-12-06","Hungary",318,2009,5.9,74.3,1.35,10034951,55640003180,"Europe","Eastern Europe"
"10511","2009-12-06","Japan",577,2009,2.4,82.7,1.36,127340884,4878074528234,"Asia","Eastern Asia"
"10512","2009-12-06","Mexico",1376,2009,15,75.3,2.31,116815612,656259080283,"Americas","Central America"
"10513","2009-12-06","Netherlands",52,2009,3.8,80.6,1.79,16575173,433855151011,"Europe","Western Europe"
"10514","2009-12-06","New.Zealand",18,2009,NA,NA,NA,NA,NA,NA,NA
"10515","2009-12-06","Norway",108,2009,2.7,80.8,1.98,4830371,194111628292,"Europe","Northern Europe"
"10516","2009-12-06","Paraguay",141,2009,21,74,3.01,6127847,9094701457,"Americas","South America"
"10517","2009-12-06","Peru",167,2009,17.1,78.2,2.55,29001563,85006410418,"Americas","South America"
"10518","2009-12-06","Poland",194,2009,5.3,75.7,1.35,38551489,241612593969,"Europe","Eastern Europe"
"10519","2009-12-06","Romania",1088,2009,13,73.3,1.36,20510263,55996669267,"Europe","Eastern Europe"
"10520","2009-12-06","Russia",702,2009,10.9,68.8,1.54,143126660,398209755704,"Europe","Eastern Europe"
"10521","2009-12-06","South.Africa",1895,2009,NA,NA,NA,NA,NA,NA,NA
"10522","2009-12-06","Spain",50,2009,4.1,81.5,1.44,46295191,712647416141,"Europe","Southern Europe"
"10523","2009-12-06","Sweden",5,2009,2.5,81.2,1.94,9303432,287188905096,"Europe","Northern Europe"
"10524","2009-12-06","Switzerland",186,2009,3.9,82,1.49,7737316,286960456156,"Europe","Western Europe"
"10525","2009-12-06","Ukraine",654,2009,10.6,69.6,1.41,45830711,45643437795,"Europe","Eastern Europe"
"10526","2009-12-06","United.States",2190,2009,NA,NA,NA,NA,NA,NA,NA
"10527","2009-12-06","Uruguay",64,2009,11,76.2,2.09,3362761,28040043322,"Americas","South America"
"10528","2009-12-13","Argentina",87,2009,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"10529","2009-12-13","Australia",80,2009,4.2,81.8,1.9,21770690,550622241459,"Oceania","Australia and New Zealand"
"10530","2009-12-13","Austria",1036,2009,3.7,80.3,1.39,8361362,218887605293,"Europe","Western Europe"
"10531","2009-12-13","Belgium",79,2009,3.7,79.8,1.83,10854388,261295933962,"Europe","Western Europe"
"10532","2009-12-13","Bolivia",168,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10533","2009-12-13","Brazil",122,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10534","2009-12-13","Bulgaria",807,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10535","2009-12-13","Canada",2077,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10536","2009-12-13","Chile",2,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
"10537","2009-12-13","France",424,2009,3.5,81.2,1.98,62640901,1456772338299,"Europe","Western Europe"
"10538","2009-12-13","Germany",955,2009,3.6,80.1,1.38,80519685,1995811437644,"Europe","Western Europe"
"10539","2009-12-13","Hungary",243,2009,5.9,74.3,1.35,10034951,55640003180,"Europe","Eastern Europe"
"10540","2009-12-13","Japan",466,2009,2.4,82.7,1.36,127340884,4878074528234,"Asia","Eastern Asia"
"10541","2009-12-13","Mexico",1398,2009,15,75.3,2.31,116815612,656259080283,"Americas","Central America"
"10542","2009-12-13","Netherlands",42,2009,3.8,80.6,1.79,16575173,433855151011,"Europe","Western Europe"
"10543","2009-12-13","New.Zealand",14,2009,NA,NA,NA,NA,NA,NA,NA
"10544","2009-12-13","Norway",63,2009,2.7,80.8,1.98,4830371,194111628292,"Europe","Northern Europe"
"10545","2009-12-13","Paraguay",131,2009,21,74,3.01,6127847,9094701457,"Americas","South America"
"10546","2009-12-13","Peru",151,2009,17.1,78.2,2.55,29001563,85006410418,"Americas","South America"
"10547","2009-12-13","Poland",124,2009,5.3,75.7,1.35,38551489,241612593969,"Europe","Eastern Europe"
"10548","2009-12-13","Romania",1030,2009,13,73.3,1.36,20510263,55996669267,"Europe","Eastern Europe"
"10549","2009-12-13","Russia",621,2009,10.9,68.8,1.54,143126660,398209755704,"Europe","Eastern Europe"
"10550","2009-12-13","South.Africa",1917,2009,NA,NA,NA,NA,NA,NA,NA
"10551","2009-12-13","Spain",45,2009,4.1,81.5,1.44,46295191,712647416141,"Europe","Southern Europe"
"10552","2009-12-13","Sweden",3,2009,2.5,81.2,1.94,9303432,287188905096,"Europe","Northern Europe"
"10553","2009-12-13","Switzerland",153,2009,3.9,82,1.49,7737316,286960456156,"Europe","Western Europe"
"10554","2009-12-13","Ukraine",919,2009,10.6,69.6,1.41,45830711,45643437795,"Europe","Eastern Europe"
"10555","2009-12-13","United.States",2032,2009,NA,NA,NA,NA,NA,NA,NA
"10556","2009-12-13","Uruguay",62,2009,11,76.2,2.09,3362761,28040043322,"Americas","South America"
"10557","2009-12-20","Argentina",63,2009,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"10558","2009-12-20","Australia",72,2009,4.2,81.8,1.9,21770690,550622241459,"Oceania","Australia and New Zealand"
"10559","2009-12-20","Austria",857,2009,3.7,80.3,1.39,8361362,218887605293,"Europe","Western Europe"
"10560","2009-12-20","Belgium",67,2009,3.7,79.8,1.83,10854388,261295933962,"Europe","Western Europe"
"10561","2009-12-20","Bolivia",144,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10562","2009-12-20","Brazil",110,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10563","2009-12-20","Bulgaria",808,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10564","2009-12-20","Canada",1957,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10565","2009-12-20","Chile",1,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
"10566","2009-12-20","France",203,2009,3.5,81.2,1.98,62640901,1456772338299,"Europe","Western Europe"
"10567","2009-12-20","Germany",783,2009,3.6,80.1,1.38,80519685,1995811437644,"Europe","Western Europe"
"10568","2009-12-20","Hungary",229,2009,5.9,74.3,1.35,10034951,55640003180,"Europe","Eastern Europe"
"10569","2009-12-20","Japan",472,2009,2.4,82.7,1.36,127340884,4878074528234,"Asia","Eastern Asia"
"10570","2009-12-20","Mexico",1360,2009,15,75.3,2.31,116815612,656259080283,"Americas","Central America"
"10571","2009-12-20","Netherlands",26,2009,3.8,80.6,1.79,16575173,433855151011,"Europe","Western Europe"
"10572","2009-12-20","New.Zealand",12,2009,NA,NA,NA,NA,NA,NA,NA
"10573","2009-12-20","Norway",42,2009,2.7,80.8,1.98,4830371,194111628292,"Europe","Northern Europe"
"10574","2009-12-20","Paraguay",131,2009,21,74,3.01,6127847,9094701457,"Americas","South America"
"10575","2009-12-20","Peru",109,2009,17.1,78.2,2.55,29001563,85006410418,"Americas","South America"
"10576","2009-12-20","Poland",83,2009,5.3,75.7,1.35,38551489,241612593969,"Europe","Eastern Europe"
"10577","2009-12-20","Romania",897,2009,13,73.3,1.36,20510263,55996669267,"Europe","Eastern Europe"
"10578","2009-12-20","Russia",605,2009,10.9,68.8,1.54,143126660,398209755704,"Europe","Eastern Europe"
"10579","2009-12-20","South.Africa",1722,2009,NA,NA,NA,NA,NA,NA,NA
"10580","2009-12-20","Spain",24,2009,4.1,81.5,1.44,46295191,712647416141,"Europe","Southern Europe"
"10581","2009-12-20","Sweden",2,2009,2.5,81.2,1.94,9303432,287188905096,"Europe","Northern Europe"
"10582","2009-12-20","Switzerland",124,2009,3.9,82,1.49,7737316,286960456156,"Europe","Western Europe"
"10583","2009-12-20","Ukraine",889,2009,10.6,69.6,1.41,45830711,45643437795,"Europe","Eastern Europe"
"10584","2009-12-20","United.States",2055,2009,NA,NA,NA,NA,NA,NA,NA
"10585","2009-12-20","Uruguay",57,2009,11,76.2,2.09,3362761,28040043322,"Americas","South America"
"10586","2009-12-27","Argentina",64,2009,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"10587","2009-12-27","Australia",68,2009,4.2,81.8,1.9,21770690,550622241459,"Oceania","Australia and New Zealand"
"10588","2009-12-27","Austria",768,2009,3.7,80.3,1.39,8361362,218887605293,"Europe","Western Europe"
"10589","2009-12-27","Belgium",59,2009,3.7,79.8,1.83,10854388,261295933962,"Europe","Western Europe"
"10590","2009-12-27","Bolivia",131,2009,38.4,71.6,3.41,9758799,11755304106,"Americas","South America"
"10591","2009-12-27","Brazil",117,2009,15.4,73.4,1.86,196701298,855069617297,"Americas","South America"
"10592","2009-12-27","Bulgaria",863,2009,11.5,73.5,1.46,7460057,19170033475,"Europe","Eastern Europe"
"10593","2009-12-27","Canada",2199,2009,5,81.1,1.67,33746559,845598914757,"Americas","Northern America"
"10594","2009-12-27","Chile",2,2009,7.5,78.5,1.87,16829957,103720034589,"Americas","South America"
