"X","Date","country","value","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
12456,"2011-03-20",Netherlands,25.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12457,"2011-03-20",New.Zealand,14.0,2011,,,,,,,
12458,"2011-03-20",Norway,40.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12459,"2011-03-20",Paraguay,223.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12460,"2011-03-20",Peru,140.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12461,"2011-03-20",Poland,55.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12462,"2011-03-20",Romania,855.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12463,"2011-03-20",Russia,540.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12464,"2011-03-20",South.Africa,2058.0,2011,,,,,,,
12465,"2011-03-20",Spain,12.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
12466,"2011-03-20",Sweden,6.0,2011,2.4,81.7,1.9,9462352,316798617621,Europe,Northern Europe
12467,"2011-03-20",Switzerland,41.0,2011,3.8,82.6,1.51,7925813,300938413797,Europe,Western Europe
12468,"2011-03-20",Ukraine,425.0,2011,9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
12469,"2011-03-20",United.States,1776.0,2011,,,,,,,
12470,"2011-03-20",Uruguay,59.0,2011,10.3,76.3,2.07,3385610,32274699322,Americas,South America
12471,"2011-03-27",Argentina,104.0,2011,12.7,76.0,2.2,41655616,472935255184,Americas,South America
12472,"2011-03-27",Australia,201.0,2011,3.8,82.2,1.88,22542371,573453982173,Oceania,Australia and New Zealand
12473,"2011-03-27",Austria,704.0,2011,3.4,80.7,1.44,8423559,230913313559,Europe,Western Europe
12474,"2011-03-27",Belgium,58.0,2011,3.5,80.2,1.85,11005175,272271056321,Europe,Western Europe
12475,"2011-03-27",Bolivia,251.0,2011,35.3,72.1,3.31,10078238,12863340654,Americas,South America
12476,"2011-03-27",Brazil,180.0,2011,14.4,73.8,1.82,200517584,944612348874,Americas,South America
12477,"2011-03-27",Bulgaria,424.0,2011,10.9,74.2,1.51,7355231,19573907740,Europe,Eastern Europe
12478,"2011-03-27",Canada,1476.0,2011,4.7,81.6,1.61,34499905,894251850391,Americas,Northern America
12479,"2011-03-27",Chile,4.0,2011,7.5,78.9,1.84,17201305,116631547327,Americas,South America
12480,"2011-03-27",France,10.0,2011,3.5,81.6,1.98,63268405,1506143156817,Europe,Western Europe
12481,"2011-03-27",Germany,687.0,2011,3.4,80.5,1.4,80424665,2131456655119,Europe,Western Europe
12482,"2011-03-27",Hungary,64.0,2011,5.5,75.0,1.38,9988846,57293181826,Europe,Eastern Europe
12483,"2011-03-27",Japan,111.0,2011,2.3,82.6,1.39,127252900,5058761701478,Asia,Eastern Asia
12484,"2011-03-27",Mexico,1036.0,2011,13.8,75.7,2.25,120365271,719742387372,Americas,Central America
12485,"2011-03-27",Netherlands,21.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12486,"2011-03-27",New.Zealand,17.0,2011,,,,,,,
12487,"2011-03-27",Norway,37.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12488,"2011-03-27",Paraguay,235.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12489,"2011-03-27",Peru,157.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12490,"2011-03-27",Poland,42.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12491,"2011-03-27",Romania,790.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12492,"2011-03-27",Russia,496.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12493,"2011-03-27",South.Africa,2101.0,2011,,,,,,,
12494,"2011-03-27",Spain,12.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
12495,"2011-03-27",Sweden,4.0,2011,2.4,81.7,1.9,9462352,316798617621,Europe,Northern Europe
12496,"2011-03-27",Switzerland,25.0,2011,3.8,82.6,1.51,7925813,300938413797,Europe,Western Europe
12497,"2011-03-27",Ukraine,343.0,2011,9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
12498,"2011-03-27",United.States,1589.0,2011,,,,,,,
12499,"2011-03-27",Uruguay,67.0,2011,10.3,76.3,2.07,3385610,32274699322,Americas,South America
12500,"2011-04-03",Argentina,106.0,2011,12.7,76.0,2.2,41655616,472935255184,Americas,South America
12501,"2011-04-03",Australia,228.0,2011,3.8,82.2,1.88,22542371,573453982173,Oceania,Australia and New Zealand
12502,"2011-04-03",Austria,645.0,2011,3.4,80.7,1.44,8423559,230913313559,Europe,Western Europe
12503,"2011-04-03",Belgium,47.0,2011,3.5,80.2,1.85,11005175,272271056321,Europe,Western Europe
12504,"2011-04-03",Bolivia,243.0,2011,35.3,72.1,3.31,10078238,12863340654,Americas,South America
12505,"2011-04-03",Brazil,189.0,2011,14.4,73.8,1.82,200517584,944612348874,Americas,South America
12506,"2011-04-03",Bulgaria,341.0,2011,10.9,74.2,1.51,7355231,19573907740,Europe,Eastern Europe
12507,"2011-04-03",Canada,1348.0,2011,4.7,81.6,1.61,34499905,894251850391,Americas,Northern America
12508,"2011-04-03",Chile,4.0,2011,7.5,78.9,1.84,17201305,116631547327,Americas,South America
12509,"2011-04-03",France,8.0,2011,3.5,81.6,1.98,63268405,1506143156817,Europe,Western Europe
12510,"2011-04-03",Germany,625.0,2011,3.4,80.5,1.4,80424665,2131456655119,Europe,Western Europe
12511,"2011-04-03",Hungary,49.0,2011,5.5,75.0,1.38,9988846,57293181826,Europe,Eastern Europe
12512,"2011-04-03",Japan,82.0,2011,2.3,82.6,1.39,127252900,5058761701478,Asia,Eastern Asia
12513,"2011-04-03",Mexico,949.0,2011,13.8,75.7,2.25,120365271,719742387372,Americas,Central America
12514,"2011-04-03",Netherlands,20.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12515,"2011-04-03",New.Zealand,18.0,2011,,,,,,,
12516,"2011-04-03",Norway,36.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12517,"2011-04-03",Paraguay,249.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12518,"2011-04-03",Peru,144.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12519,"2011-04-03",Poland,32.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12520,"2011-04-03",Romania,731.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12521,"2011-04-03",Russia,439.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12522,"2011-04-03",South.Africa,2096.0,2011,,,,,,,
12523,"2011-04-03",Spain,10.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
12524,"2011-04-03",Sweden,3.0,2011,2.4,81.7,1.9,9462352,316798617621,Europe,Northern Europe
12525,"2011-04-03",Switzerland,15.0,2011,3.8,82.6,1.51,7925813,300938413797,Europe,Western Europe
12526,"2011-04-03",Ukraine,323.0,2011,9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
12527,"2011-04-03",United.States,1405.0,2011,,,,,,,
12528,"2011-04-03",Uruguay,79.0,2011,10.3,76.3,2.07,3385610,32274699322,Americas,South America
12529,"2011-04-10",Argentina,107.0,2011,12.7,76.0,2.2,41655616,472935255184,Americas,South America
12530,"2011-04-10",Australia,254.0,2011,3.8,82.2,1.88,22542371,573453982173,Oceania,Australia and New Zealand
12531,"2011-04-10",Austria,609.0,2011,3.4,80.7,1.44,8423559,230913313559,Europe,Western Europe
12532,"2011-04-10",Belgium,41.0,2011,3.5,80.2,1.85,11005175,272271056321,Europe,Western Europe
12533,"2011-04-10",Bolivia,242.0,2011,35.3,72.1,3.31,10078238,12863340654,Americas,South America
12534,"2011-04-10",Brazil,196.0,2011,14.4,73.8,1.82,200517584,944612348874,Americas,South America
12535,"2011-04-10",Bulgaria,315.0,2011,10.9,74.2,1.51,7355231,19573907740,Europe,Eastern Europe
12536,"2011-04-10",Canada,1172.0,2011,4.7,81.6,1.61,34499905,894251850391,Americas,Northern America
12537,"2011-04-10",Chile,5.0,2011,7.5,78.9,1.84,17201305,116631547327,Americas,South America
12538,"2011-04-10",France,6.0,2011,3.5,81.6,1.98,63268405,1506143156817,Europe,Western Europe
12539,"2011-04-10",Germany,596.0,2011,3.4,80.5,1.4,80424665,2131456655119,Europe,Western Europe
12540,"2011-04-10",Hungary,49.0,2011,5.5,75.0,1.38,9988846,57293181826,Europe,Eastern Europe
12541,"2011-04-10",Japan,73.0,2011,2.3,82.6,1.39,127252900,5058761701478,Asia,Eastern Asia
12542,"2011-04-10",Mexico,861.0,2011,13.8,75.7,2.25,120365271,719742387372,Americas,Central America
12543,"2011-04-10",Netherlands,17.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12544,"2011-04-10",New.Zealand,16.0,2011,,,,,,,
12545,"2011-04-10",Norway,25.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12546,"2011-04-10",Paraguay,275.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12547,"2011-04-10",Peru,150.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12548,"2011-04-10",Poland,27.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12549,"2011-04-10",Romania,679.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12550,"2011-04-10",Russia,437.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12551,"2011-04-10",South.Africa,2297.0,2011,,,,,,,
12552,"2011-04-10",Spain,9.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
12553,"2011-04-10",Sweden,2.0,2011,2.4,81.7,1.9,9462352,316798617621,Europe,Northern Europe
12554,"2011-04-10",Switzerland,12.0,2011,3.8,82.6,1.51,7925813,300938413797,Europe,Western Europe
12555,"2011-04-10",Ukraine,307.0,2011,9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
12556,"2011-04-10",United.States,1228.0,2011,,,,,,,
12557,"2011-04-10",Uruguay,85.0,2011,10.3,76.3,2.07,3385610,32274699322,Americas,South America
12558,"2011-04-17",Argentina,99.0,2011,12.7,76.0,2.2,41655616,472935255184,Americas,South America
12559,"2011-04-17",Australia,170.0,2011,3.8,82.2,1.88,22542371,573453982173,Oceania,Australia and New Zealand
12560,"2011-04-17",Austria,501.0,2011,3.4,80.7,1.44,8423559,230913313559,Europe,Western Europe
12561,"2011-04-17",Belgium,31.0,2011,3.5,80.2,1.85,11005175,272271056321,Europe,Western Europe
12562,"2011-04-17",Bolivia,233.0,2011,35.3,72.1,3.31,10078238,12863340654,Americas,South America
12563,"2011-04-17",Brazil,178.0,2011,14.4,73.8,1.82,200517584,944612348874,Americas,South America
12564,"2011-04-17",Bulgaria,280.0,2011,10.9,74.2,1.51,7355231,19573907740,Europe,Eastern Europe
12565,"2011-04-17",Canada,1097.0,2011,4.7,81.6,1.61,34499905,894251850391,Americas,Northern America
12566,"2011-04-17",Chile,5.0,2011,7.5,78.9,1.84,17201305,116631547327,Americas,South America
12567,"2011-04-17",France,4.0,2011,3.5,81.6,1.98,63268405,1506143156817,Europe,Western Europe
12568,"2011-04-17",Germany,465.0,2011,3.4,80.5,1.4,80424665,2131456655119,Europe,Western Europe
12569,"2011-04-17",Hungary,40.0,2011,5.5,75.0,1.38,9988846,57293181826,Europe,Eastern Europe
12570,"2011-04-17",Japan,72.0,2011,2.3,82.6,1.39,127252900,5058761701478,Asia,Eastern Asia
12571,"2011-04-17",Mexico,746.0,2011,13.8,75.7,2.25,120365271,719742387372,Americas,Central America
12572,"2011-04-17",Netherlands,15.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12573,"2011-04-17",New.Zealand,19.0,2011,,,,,,,
12574,"2011-04-17",Norway,18.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12575,"2011-04-17",Paraguay,255.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12576,"2011-04-17",Peru,152.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12577,"2011-04-17",Poland,23.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12578,"2011-04-17",Romania,617.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12579,"2011-04-17",Russia,396.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12580,"2011-04-17",South.Africa,2216.0,2011,,,,,,,
12581,"2011-04-17",Spain,6.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
12582,"2011-04-17",Sweden,2.0,2011,2.4,81.7,1.9,9462352,316798617621,Europe,Northern Europe
12583,"2011-04-17",Switzerland,11.0,2011,3.8,82.6,1.51,7925813,300938413797,Europe,Western Europe
12584,"2011-04-17",Ukraine,310.0,2011,9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
12585,"2011-04-17",United.States,1126.0,2011,,,,,,,
12586,"2011-04-17",Uruguay,75.0,2011,10.3,76.3,2.07,3385610,32274699322,Americas,South America
12587,"2011-04-24",Argentina,115.0,2011,12.7,76.0,2.2,41655616,472935255184,Americas,South America
12588,"2011-04-24",Australia,192.0,2011,3.8,82.2,1.88,22542371,573453982173,Oceania,Australia and New Zealand
12589,"2011-04-24",Austria,499.0,2011,3.4,80.7,1.44,8423559,230913313559,Europe,Western Europe
12590,"2011-04-24",Belgium,32.0,2011,3.5,80.2,1.85,11005175,272271056321,Europe,Western Europe
12591,"2011-04-24",Bolivia,253.0,2011,35.3,72.1,3.31,10078238,12863340654,Americas,South America
12592,"2011-04-24",Brazil,204.0,2011,14.4,73.8,1.82,200517584,944612348874,Americas,South America
12593,"2011-04-24",Bulgaria,285.0,2011,10.9,74.2,1.51,7355231,19573907740,Europe,Eastern Europe
12594,"2011-04-24",Canada,1011.0,2011,4.7,81.6,1.61,34499905,894251850391,Americas,Northern America
12595,"2011-04-24",Chile,6.0,2011,7.5,78.9,1.84,17201305,116631547327,Americas,South America
12596,"2011-04-24",France,3.0,2011,3.5,81.6,1.98,63268405,1506143156817,Europe,Western Europe
12597,"2011-04-24",Germany,398.0,2011,3.4,80.5,1.4,80424665,2131456655119,Europe,Western Europe
12598,"2011-04-24",Hungary,38.0,2011,5.5,75.0,1.38,9988846,57293181826,Europe,Eastern Europe
12599,"2011-04-24",Japan,78.0,2011,2.3,82.6,1.39,127252900,5058761701478,Asia,Eastern Asia
12600,"2011-04-24",Mexico,735.0,2011,13.8,75.7,2.25,120365271,719742387372,Americas,Central America
12601,"2011-04-24",Netherlands,12.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12602,"2011-04-24",New.Zealand,18.0,2011,,,,,,,
12603,"2011-04-24",Norway,20.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12604,"2011-04-24",Paraguay,255.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12605,"2011-04-24",Peru,163.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12606,"2011-04-24",Poland,21.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12607,"2011-04-24",Romania,614.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12608,"2011-04-24",Russia,378.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12609,"2011-04-24",South.Africa,2532.0,2011,,,,,,,
12610,"2011-04-24",Spain,6.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
12611,"2011-04-24",Sweden,1.0,2011,2.4,81.7,1.9,9462352,316798617621,Europe,Northern Europe
12612,"2011-04-24",Switzerland,7.0,2011,3.8,82.6,1.51,7925813,300938413797,Europe,Western Europe
12613,"2011-04-24",Ukraine,293.0,2011,9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
12614,"2011-04-24",United.States,1055.0,2011,,,,,,,
12615,"2011-04-24",Uruguay,75.0,2011,10.3,76.3,2.07,3385610,32274699322,Americas,South America
12616,"2011-05-01",Argentina,120.0,2011,12.7,76.0,2.2,41655616,472935255184,Americas,South America
12617,"2011-05-01",Australia,244.0,2011,3.8,82.2,1.88,22542371,573453982173,Oceania,Australia and New Zealand
12618,"2011-05-01",Austria,464.0,2011,3.4,80.7,1.44,8423559,230913313559,Europe,Western Europe
12619,"2011-05-01",Belgium,26.0,2011,3.5,80.2,1.85,11005175,272271056321,Europe,Western Europe
12620,"2011-05-01",Bolivia,279.0,2011,35.3,72.1,3.31,10078238,12863340654,Americas,South America
12621,"2011-05-01",Brazil,211.0,2011,14.4,73.8,1.82,200517584,944612348874,Americas,South America
12622,"2011-05-01",Bulgaria,295.0,2011,10.9,74.2,1.51,7355231,19573907740,Europe,Eastern Europe
12623,"2011-05-01",Canada,879.0,2011,4.7,81.6,1.61,34499905,894251850391,Americas,Northern America
12624,"2011-05-01",Chile,6.0,2011,7.5,78.9,1.84,17201305,116631547327,Americas,South America
12625,"2011-05-01",France,3.0,2011,3.5,81.6,1.98,63268405,1506143156817,Europe,Western Europe
12626,"2011-05-01",Germany,383.0,2011,3.4,80.5,1.4,80424665,2131456655119,Europe,Western Europe
12627,"2011-05-01",Hungary,31.0,2011,5.5,75.0,1.38,9988846,57293181826,Europe,Eastern Europe
12628,"2011-05-01",Japan,52.0,2011,2.3,82.6,1.39,127252900,5058761701478,Asia,Eastern Asia
12629,"2011-05-01",Mexico,736.0,2011,13.8,75.7,2.25,120365271,719742387372,Americas,Central America
12630,"2011-05-01",Netherlands,11.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12631,"2011-05-01",New.Zealand,22.0,2011,,,,,,,
12632,"2011-05-01",Norway,20.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12633,"2011-05-01",Paraguay,252.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12634,"2011-05-01",Peru,162.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12635,"2011-05-01",Poland,19.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12636,"2011-05-01",Romania,602.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12637,"2011-05-01",Russia,377.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12638,"2011-05-01",South.Africa,2700.0,2011,,,,,,,
12639,"2011-05-01",Spain,6.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
12640,"2011-05-01",Sweden,1.0,2011,2.4,81.7,1.9,9462352,316798617621,Europe,Northern Europe
12641,"2011-05-01",Switzerland,9.0,2011,3.8,82.6,1.51,7925813,300938413797,Europe,Western Europe
12642,"2011-05-01",Ukraine,267.0,2011,9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
12643,"2011-05-01",United.States,1013.0,2011,,,,,,,
12644,"2011-05-01",Uruguay,73.0,2011,10.3,76.3,2.07,3385610,32274699322,Americas,South America
12645,"2011-05-08",Argentina,126.0,2011,12.7,76.0,2.2,41655616,472935255184,Americas,South America
12646,"2011-05-08",Australia,275.0,2011,3.8,82.2,1.88,22542371,573453982173,Oceania,Australia and New Zealand
12647,"2011-05-08",Austria,443.0,2011,3.4,80.7,1.44,8423559,230913313559,Europe,Western Europe
12648,"2011-05-08",Belgium,24.0,2011,3.5,80.2,1.85,11005175,272271056321,Europe,Western Europe
12649,"2011-05-08",Bolivia,291.0,2011,35.3,72.1,3.31,10078238,12863340654,Americas,South America
12650,"2011-05-08",Brazil,224.0,2011,14.4,73.8,1.82,200517584,944612348874,Americas,South America
12651,"2011-05-08",Bulgaria,318.0,2011,10.9,74.2,1.51,7355231,19573907740,Europe,Eastern Europe
12652,"2011-05-08",Canada,766.0,2011,4.7,81.6,1.61,34499905,894251850391,Americas,Northern America
12653,"2011-05-08",Chile,7.0,2011,7.5,78.9,1.84,17201305,116631547327,Americas,South America
12654,"2011-05-08",France,2.0,2011,3.5,81.6,1.98,63268405,1506143156817,Europe,Western Europe
12655,"2011-05-08",Germany,327.0,2011,3.4,80.5,1.4,80424665,2131456655119,Europe,Western Europe
12656,"2011-05-08",Hungary,31.0,2011,5.5,75.0,1.38,9988846,57293181826,Europe,Eastern Europe
12657,"2011-05-08",Japan,29.0,2011,2.3,82.6,1.39,127252900,5058761701478,Asia,Eastern Asia
12658,"2011-05-08",Mexico,675.0,2011,13.8,75.7,2.25,120365271,719742387372,Americas,Central America
12659,"2011-05-08",Netherlands,13.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12660,"2011-05-08",New.Zealand,23.0,2011,,,,,,,
12661,"2011-05-08",Norway,18.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12662,"2011-05-08",Paraguay,225.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12663,"2011-05-08",Peru,169.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12664,"2011-05-08",Poland,17.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12665,"2011-05-08",Romania,589.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12666,"2011-05-08",Russia,345.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12667,"2011-05-08",South.Africa,3095.0,2011,,,,,,,
12668,"2011-05-08",Spain,6.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
12669,"2011-05-08",Sweden,1.0,2011,2.4,81.7,1.9,9462352,316798617621,Europe,Northern Europe
12670,"2011-05-08",Switzerland,6.0,2011,3.8,82.6,1.51,7925813,300938413797,Europe,Western Europe
12671,"2011-05-08",Ukraine,245.0,2011,9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
12672,"2011-05-08",United.States,965.0,2011,,,,,,,
12673,"2011-05-08",Uruguay,84.0,2011,10.3,76.3,2.07,3385610,32274699322,Americas,South America
12674,"2011-05-15",Argentina,134.0,2011,12.7,76.0,2.2,41655616,472935255184,Americas,South America
12675,"2011-05-15",Australia,315.0,2011,3.8,82.2,1.88,22542371,573453982173,Oceania,Australia and New Zealand
12676,"2011-05-15",Austria,482.0,2011,3.4,80.7,1.44,8423559,230913313559,Europe,Western Europe
12677,"2011-05-15",Belgium,25.0,2011,3.5,80.2,1.85,11005175,272271056321,Europe,Western Europe
12678,"2011-05-15",Bolivia,297.0,2011,35.3,72.1,3.31,10078238,12863340654,Americas,South America
12679,"2011-05-15",Brazil,234.0,2011,14.4,73.8,1.82,200517584,944612348874,Americas,South America
12680,"2011-05-15",Bulgaria,303.0,2011,10.9,74.2,1.51,7355231,19573907740,Europe,Eastern Europe
12681,"2011-05-15",Canada,775.0,2011,4.7,81.6,1.61,34499905,894251850391,Americas,Northern America
12682,"2011-05-15",Chile,9.0,2011,7.5,78.9,1.84,17201305,116631547327,Americas,South America
12683,"2011-05-15",France,2.0,2011,3.5,81.6,1.98,63268405,1506143156817,Europe,Western Europe
12684,"2011-05-15",Germany,328.0,2011,3.4,80.5,1.4,80424665,2131456655119,Europe,Western Europe
12685,"2011-05-15",Hungary,29.0,2011,5.5,75.0,1.38,9988846,57293181826,Europe,Eastern Europe
12686,"2011-05-15",Japan,19.0,2011,2.3,82.6,1.39,127252900,5058761701478,Asia,Eastern Asia
12687,"2011-05-15",Mexico,708.0,2011,13.8,75.7,2.25,120365271,719742387372,Americas,Central America
12688,"2011-05-15",Netherlands,13.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12689,"2011-05-15",New.Zealand,24.0,2011,,,,,,,
12690,"2011-05-15",Norway,27.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12691,"2011-05-15",Paraguay,212.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12692,"2011-05-15",Peru,185.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12693,"2011-05-15",Poland,16.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12694,"2011-05-15",Romania,577.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12695,"2011-05-15",Russia,317.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12696,"2011-05-15",South.Africa,3052.0,2011,,,,,,,
12697,"2011-05-15",Spain,6.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
12698,"2011-05-15",Sweden,1.0,2011,2.4,81.7,1.9,9462352,316798617621,Europe,Northern Europe
12699,"2011-05-15",Switzerland,8.0,2011,3.8,82.6,1.51,7925813,300938413797,Europe,Western Europe
12700,"2011-05-15",Ukraine,236.0,2011,9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
12701,"2011-05-15",United.States,937.0,2011,,,,,,,
12702,"2011-05-15",Uruguay,97.0,2011,10.3,76.3,2.07,3385610,32274699322,Americas,South America
12703,"2011-05-22",Argentina,137.0,2011,12.7,76.0,2.2,41655616,472935255184,Americas,South America
12704,"2011-05-22",Australia,299.0,2011,3.8,82.2,1.88,22542371,573453982173,Oceania,Australia and New Zealand
12705,"2011-05-22",Austria,414.0,2011,3.4,80.7,1.44,8423559,230913313559,Europe,Western Europe
12706,"2011-05-22",Belgium,23.0,2011,3.5,80.2,1.85,11005175,272271056321,Europe,Western Europe
12707,"2011-05-22",Bolivia,314.0,2011,35.3,72.1,3.31,10078238,12863340654,Americas,South America
12708,"2011-05-22",Brazil,239.0,2011,14.4,73.8,1.82,200517584,944612348874,Americas,South America
12709,"2011-05-22",Bulgaria,273.0,2011,10.9,74.2,1.51,7355231,19573907740,Europe,Eastern Europe
12710,"2011-05-22",Canada,683.0,2011,4.7,81.6,1.61,34499905,894251850391,Americas,Northern America
12711,"2011-05-22",Chile,8.0,2011,7.5,78.9,1.84,17201305,116631547327,Americas,South America
12712,"2011-05-22",France,2.0,2011,3.5,81.6,1.98,63268405,1506143156817,Europe,Western Europe
12713,"2011-05-22",Germany,321.0,2011,3.4,80.5,1.4,80424665,2131456655119,Europe,Western Europe
12714,"2011-05-22",Hungary,30.0,2011,5.5,75.0,1.38,9988846,57293181826,Europe,Eastern Europe
12715,"2011-05-22",Japan,14.0,2011,2.3,82.6,1.39,127252900,5058761701478,Asia,Eastern Asia
12716,"2011-05-22",Mexico,683.0,2011,13.8,75.7,2.25,120365271,719742387372,Americas,Central America
12717,"2011-05-22",Netherlands,13.0,2011,3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
12718,"2011-05-22",New.Zealand,28.0,2011,,,,,,,
12719,"2011-05-22",Norway,40.0,2011,2.5,81.1,1.88,4953945,198252580322,Europe,Northern Europe
12720,"2011-05-22",Paraguay,230.0,2011,19.8,74.0,2.93,6293763,10886238238,Americas,South America
12721,"2011-05-22",Peru,182.0,2011,15.6,78.5,2.48,29759891,98901255440,Americas,South America
12722,"2011-05-22",Poland,14.0,2011,4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
12723,"2011-05-22",Romania,584.0,2011,11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
12724,"2011-05-22",Russia,275.0,2011,9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
12725,"2011-05-22",South.Africa,3226.0,2011,,,,,,,
12726,"2011-05-22",Spain,5.0,2011,3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
